Status,Date_Time,City,State,Country,Shape,Summary,Has_Media,Explanation
Open,05/18/2013 22:20,West Sacramento,CA,USA,Oval,illuminated craft or reflecting light from below travelling from southeast towards northwest at aprox 75 degrees up then went dark,05/19/2013,
Open,05/18/2013 20:00,North Hollywood,CA,USA,Triangle,Black triangular shape made up of 3 circles floating near Burbank Airport.,05/19/2013,
Open,05/16/2013 19:10,Clovis,CA,USA,Other,"Dark three curved shaped object at Clovis, CA",05/16/2013,
Open,05/16/2013 11:40,Pala,CA,USA,Fireball,"Bright Ball of Fire flying over Pala Rez Ca, this yellow fire ball moved fast and was quiet!!! Locals say it was Taquitz...",05/22/2013,
Open,05/15/2013 13:00,Fresno,CA,USA,Circle,MUCH TOO WINDY FOR PARACHUTE OR WEATHER BALLOON TO REMAIN STATIONARY.,05/16/2013,
Open,05/13/2013 22:35,San Diego,CA,USA,Light,Three very dim lights appeared to be one object that moved without sound across the clear night sky.,05/15/2013,
Open,05/13/2013 21:34,Oxnard,CA,USA,Fireball,Green fireball.,05/13/2013,
Open,05/12/2013 22:00,San Diego,CA,USA,Other,Three purple centrifugal ultraviolet round engines in a triangle formation pulsating centripetal burst of electric arcs..,06/02/2013,
Open,05/12/2013 14:25,San Francisco,CA,USA,Sphere,"Two spheres seen near Sutro Tower-Twin Peaks in San Francisco, CA.",05/12/2013,
Open,05/11/2013 22:30,Irvine,CA,USA,Oval,"UFO sighting, 2 objects, May 11, 2013 approximately 10:30pm, Irvine, CA",05/13/2013,
Open,05/11/2013 21:35,South Gate,CA,USA,Fireball,I noticed three fireball objects make a triangular shape for about ten minutes.,05/11/2013,
Open,05/11/2013 21:15,Granite Bay,CA,USA,Fireball,Four fireball orbs hover over Placer/Sacramento County Line near Folsom Lake.,05/11/2013,
Open,05/11/2013 07:10,Los Angeles,CA,USA,Oval,2 small white flashing orbs following each other.,05/11/2013,
Open,05/10/2013 20:45,Norwalk,CA,USA,Oval,Fluorescent red non flashing object hovering over Norwalk.,05/11/2013,
Open,05/10/2013 14:00,Los Angeles,CA,USA,Triangle,2 black triangular craft spotted traveling east near downtown Los Angeles.,10/23/2015,
Open,05/09/2013 20:30,Laguna Niguel,CA,USA,Other,Two bright reddish orange lights moving slowly over Laguna Niguel.,05/10/2013,
Open,05/08/2013 23:00,Upper Lake,CA,USA,Light,Very bright red light Hovering in the south horizon.glow very bright red then dim out and random secondary flashes of red,05/09/2013,
Open,05/08/2013 22:45,Palm Desert,CA,USA,Changing,"Formation changing, oval mass of white dots, rapidly moving across the night sky.",05/10/2013,
Open,05/07/2013 14:30,Santee,CA,USA,Disk,UFO CAPTURED OVER HAUNTED 1913 BARN,05/22/2013,
Open,05/07/2013 01:40,San Francisco,CA,USA,Light,Flashing lights in the sky at night in sf,05/07/2013,
Open,05/05/2013 22:00,Corralitos,CA,USA,Unknown,Bright light moving fast above the clouds followed by possible military aircraft.,05/05/2013,
Open,05/05/2013 01:35,Sacramento,CA,USA,,Flashes in the sky are intermittent every 5 minutes,05/05/2013,
Open,05/04/2013 23:00,Huntington Beach,CA,USA,Fireball,"Red/White pulsating fireball, intelligently maneuvering in Huntington Beach sky.",05/17/2013,
Open,05/04/2013 21:00,Sacramento,CA,USA,Light,Never seen this before in my life. I was a little terrified.,05/05/2013,
Open,05/04/2013 00:13,Marina Del Rey,CA,USA,Fireball,It was about 0015 on 5/4/13. I looked up into the sky when I got out of my car. I saw what looked like 5 fire balls hovering in the s,05/04/2013,
Open,05/03/2013 22:30,Mission Viejo,CA,USA,Orb,"2 Large orange orbs sighted from Mission Viejo, CA.",05/06/2013,
Open,05/03/2013 21:15,Huntington Beach,CA,USA,Triangle,Extremely fast moving triangular craft with white spheres observed over Huntington Beach. ((NUFORC Note: Pilot report. PD)),05/04/2013,
Open,05/03/2013 02:30,Venice,CA,USA,Fireball,Walking out the door going to my car get ready for work. I look up at the sky and see this Orange Fireball. First O.M.G. Aircraft is on,05/03/2013,
Open,05/03/2013 00:00,Santa Maria,CA,USA,Teardrop,Red/orange object moves across night sky,05/04/2013,
Open,05/01/2013 10:10,Grass Valley,CA,USA,Other,1 to 4 red blinking and bouncing red lights.,05/01/2013,
Open,05/01/2013 04:00,Collegeville,CA,USA,Unknown,"Three Orange Lights at ground level, rising into night sky.",05/03/2013,
Open,04/30/2013 20:08,Culver CIty,CA,USA,Cigar,"Green light seen in western sky for approximately 12 minutes, moving strangely then disappearing.",04/30/2013,
Open,04/29/2013 21:30,Mercey Hot Springs/Firebaugh,CA,USA,Light,White Flashing Object Over Mercey Hot Springs,04/30/2013,
Open,04/29/2013 03:00,Irvine,CA,USA,Unknown,Continuous shrieking sound.,07/19/2013,
Open,04/29/2013 00:50,Sunnyvale,CA,USA,Circle,"A large bright round object moving at supersonic speed is sighted in the Sunnyvale, Ca skies.",04/30/2013,
Open,04/29/2013 00:50,Sunnyvale,CA,USA,Circle,"A large bright round orange object moving at supersonic speed is sighted in the Sunnyvale, Ca skies.",04/30/2013,
Open,04/28/2013 04:15,Fresno,CA,USA,Light,"Fast moving 'star' travelling at fast speed, changed directions. When it disappeared so other stars disappeared in that area.",07/02/2013,
Open,04/27/2013 22:00,Modesto,CA,USA,Unknown,Sonic boom FELT.,04/27/2013,
Open,04/27/2013 20:30,Temecula,CA,USA,Oval,"I was looking for shooting stars a few minutes ago with my wife. This oval object zoomed onto the sky, hovered for a few seconds.",04/27/2013,
Open,04/26/2013 09:00,"Huntington,beach",CA,USA,Diamond,Seen them four times in my life but white light comes down turns off on off on ends up in a different spot as fast you can move your ar,05/08/2013,
Open,04/25/2013 21:30,Escondido,CA,USA,Circle,STRANGE ORANGE LIGHTS IN THE SKY,04/26/2013,
Open,04/22/2013 21:00,Elk Grove,CA,USA,Cigar,"A long bodied object hovered in the air over Elk Grove, too high in the sky to be a chopper. The object moved. ((Star??))",04/22/2013,
Open,04/21/2013 23:15,Temecula,CA,USA,Circle,Round object with changing lights. ((NUFORC Note: Twinkling star?? PD)),04/21/2013,
Open,04/21/2013 11:40,Palm Springs,CA,USA,Light,"UFO over Palm Springs Metallic object sighted west of Pam Springs, CA around 11:40am on Sunday April 21st. Object was stationary over",04/21/2013,
Open,04/21/2013 04:45,Tracy,CA,USA,Oval,"04/21/2013 04:45 oblong orange/yellow bright light traveling west to east in Tracy, CA for 30-60 seonds, then disappeared",04/21/2013,
Open,04/20/2013 22:05,Newbury Park,CA,USA,Light,Unusual light spiraling above Boney Mountain,04/20/2013,
Open,04/20/2013 21:00,Cardiff,CA,USA,Sphere,6 orange spheres moving south along the coast,11/11/2013,
Open,04/20/2013 20:30,Oceanside,CA,USA,Other,Silent group of lights moving overhead. Hovered briefly then reversed course and disappeared.,04/23/2013,
Open,04/20/2013 20:30,Hercules,CA,USA,Sphere,Sphere heading from West to East first with a fire trail but later a reddish orange sphere,04/20/2013,
Open,04/19/2013 22:30,Bay Point,CA,USA,Light,"Looks like a shooting star moving erratically all over the night sky. It's bright, then fades, hovers, then circles.",04/19/2013,
Open,04/19/2013 10:05,Santa Monica,CA,USA,Triangle,Triangle UFO over Santa Monica heading East.,04/20/2013,
Open,04/17/2013 02:52,Ventura,CA,USA,Unknown,"Extremely loud jet from high altitude, 3 AM Ventura, CA.",04/17/2013,
Open,04/16/2013 21:30,Placerville,CA,USA,Orb,"A large orange orb in night sky broke up into five small lights, slowly fell toward the ground",04/16/2013,
Open,04/16/2013 20:40,Ventura/Oxnard,CA,USA,Light,Strange light above Oxnard and Ventura tonight,04/16/2013,
Open,04/16/2013 10:02,Weed,CA,USA,Disk,"Mt. Shasta sighting of disk in the sky. ((NUFORC Note: Seagull, flying to the left. PD))",08/20/2015,
Open,04/14/2013 20:00,Imperial Beach,CA,USA,Fireball,"3 red fireball lights one after another over Imperial Beach, CA South to North along coast line.",04/14/2013,
Open,04/14/2013 19:45,Lake Elsinore,CA,USA,Orb,3 orange orbs hovering and moving in sequence,07/31/2023,
Open,04/13/2013 23:00,Los Angeles,CA,USA,Fireball,Eight fireballs in the sky,04/30/2013,
Open,04/12/2013 23:00,Livermore,CA,USA,Other,"UFO sighting over Livermore, CA. Bright Blue lights on wings.",04/13/2013,
Open,04/12/2013 20:00,Sacramento,CA,USA,Circle,It was dark above the sky and there was three circle with white lights moving very slowly. We pulled over and park at the parking lot.,04/12/2013,
Open,04/11/2013 22:00,San Francisco,CA,USA,Triangle,Huge triangle of lights. Looked like really bright stars till it rotated and flew off almost like it was gliding. It made no noise and.,04/12/2013,
Open,04/11/2013 08:50,Torrance,CA,USA,Light,3 to 5 orange lights hovering in night sky and then slowly rising and moving into clouds in a cyclic pattern.,04/12/2013,
Open,04/11/2013 01:00,Burbank,CA,USA,Sphere,https://www.youtube.com/edit?ns=1&video_id=NALTcgYla70.,04/12/2013,
Open,04/10/2013 21:12,Redlands,CA,USA,Light,Blue-gray glowing object moved very fast and disappeared.,04/12/2013,
Open,04/09/2013 22:00,Redwood City,CA,USA,Cigar,3 red flashing lights blinking 1 at first 3-4 times then all 3 a few times. Repeatedly,04/09/2013,
Open,04/09/2013 22:00,Los Alamitos/Cypress,CA,USA,Fireball,"Red orb near Orange County, CA military airfield.",04/18/2013,
Open,04/09/2013 21:45,San Francisco,CA,USA,Fireball,Faster than any aircraft I've seen that is completely silent.,04/09/2013,
Open,04/09/2013 21:15,Santa Barbara,CA,USA,Unknown,2 very fast silent objects pass over being followed by a helicopter.,04/09/2013,
Open,04/09/2013 20:00,Indian Wells,CA,USA,Sphere,Amber ball of light glowing moving from Northeastern sky to Southeastern sky making no sound as it moved.,04/09/2013,
Open,04/08/2013 23:00,Fairfield,CA,USA,Triangle,"4/8/2013 - Large Slow Moving Triangle shaped craft - Fairfield, CA",04/08/2013,
Open,04/07/2013 20:45,La Puente,CA,USA,Light,Hovering light seen over La Puente.,04/10/2013,
Open,04/06/2013 22:00,Redwood City,CA,USA,Triangle,6 yellow lights in two triangle formations,04/06/2013,
Open,04/06/2013 20:30,Huntington Beach,CA,USA,Unknown,String of lights travel across night sky in Huntington Beach Ca,04/06/2013,
Open,04/05/2013 20:30,Hilmar,CA,USA,Triangle,"Triangular shaped object, with serpent like moving tail, and blue, red, green, orange, and white lights.",04/09/2013,
Open,04/05/2013 20:00,Simi Valley,CA,USA,Light,Three orange lights in a triangular formation hovered over my neighborhood for several minutes and disappeared last night.,04/06/2013,
Open,04/04/2013 21:55,Oceanside,CA,USA,Light,"Three orange to red undulating lights above cloud cover, in series, at somewhat regular intervals of five to eight minutes.",04/04/2013,
Open,04/03/2013 21:35,Ridgecrest,CA,USA,Orb,Witnessed orange orb over a light pole across the street. Orb moved over a neighbors house.,04/04/2013,
Open,04/02/2013 23:28,Fresno,CA,USA,Light,Blue orange red dots very bright.,04/03/2013,
Open,04/02/2013 20:30,Pacific Grove,CA,USA,Other,Bright Orange Sphere Seen At Night Over Calif. Coast Line.,05/22/2013,
Open,04/01/2013 23:30,Palm Springs,CA,USA,Formation,"3 white lights the size and brightness of stars ""playfully"" circling around each other then flying out of sight in triangle.",09/21/2015,
Open,04/01/2013 20:31,San Jose,CA,USA,Light,"3 lights in the sky over San Jose, CA on 04/01/2013 - 20:31 / 8:31pm.",04/03/2013,
Open,04/01/2013 20:30,San Jose,CA,USA,Formation,"5-6 bright lights traveling southeast in a vertical formation, above three bright lights moving independently, and sporadically.",04/04/2013,
Open,04/01/2013 20:15,San Diego,CA,USA,Changing,Line of 5 white light that looked like it was towed by a green light always kept formation and was going to land.,04/01/2013,
Open,04/01/2013 20:13,Santee,CA,USA,Light,"Santee, CA. Lights seen in the sky.",04/01/2013,
Open,04/01/2013 20:13,Lakeside,CA,USA,Formation,Line of 5 blinking lights moving slowly across the sky.,04/01/2013,
Open,03/31/2013 22:45,Fair Oaks,CA,USA,Circle,"Multiple UFO's filmed in HD with close-ups at night in Fair Oaks, CA 3-31-13",08/12/2013,
Open,03/31/2013 21:00,Fort Bragg,CA,USA,Orb,"5 orange orbs seen over Northern California coast March 31, 2013.",04/09/2013,
Open,03/31/2013 20:45,Fair Oaks,CA,USA,Orb,"Round orange glowing globes flying over Sacramento skies March 31, 2013",04/01/2013,
Open,03/31/2013 13:10,Irvine,CA,USA,Changing,"Bright shiny object-looked like a shiny fish in water-but changed shape quickly, then vanished",03/31/2013,
Open,03/31/2013 01:00,Corona,CA,USA,Light,UFO corona ca,04/01/2013,
Open,03/30/2013 20:40,Azusa,CA,USA,Unknown,Many orange lights over the freeway In Azusa CA,03/31/2013,
Open,03/30/2013 16:05,San Diego,CA,USA,Triangle,UFO sighted over Downtown San Diego.,03/30/2013,
Open,03/30/2013 15:00,Los angeles,CA,USA,Changing,"I was on vacation in Los Angeles California, a buddy picked me up from the airport we were driving down sunset blvd. to our apartment a",04/23/2013,
Open,03/30/2013 15:00,Los Angeles,CA,USA,Changing,"Saw an extremely bright shape changing, colour changing object moving very slowly in the NE daytime sky.",12/16/2024,Y
Open,03/30/2013 06:35,Porter Ranch,CA,USA,Rectangle,Rectangular object in the sky just after sunrise in the Valley. Can only be seen through camera Lens!,03/30/2013,
Open,03/30/2013 01:45,San Jose,CA,USA,Diamond,Triangle shape red and white lights and Laser beamed across the whole city,04/30/2013,
Open,03/30/2013 00:13,San Mateo,CA,USA,Orb,Strange light orb over lake.,03/30/2013,
Open,03/28/2013 23:30,Antioch,CA,USA,Fireball,"Ball of light appeared from nowhere in the , moved at a high speed than disappeared, yellowish red color",03/30/2013,
Open,03/28/2013 21:00,Studio City,CA,USA,Cylinder,"Bright blue-gray cylinder spiraled downward from Big Dipper,made a left turn over tree tops and sped away.",04/28/2013,
Open,03/26/2013 21:05,El Centro,CA,USA,Triangle,3 orange bright triangle or arrowhead shape lights reappeared.,03/09/2013,
Open,03/23/2013 22:57,Westminster,CA,USA,Fireball,"3 red/orange lights, line changes to triangle. Plane interrupted they dimmed out, one flew away.",03/23/2013,
Open,03/23/2013 09:00,Citrus Heights,CA,USA,Light,Five people were in a hot tub an saw a light hovering in the sky. It would drop suddenly at a arch and change colors to blue led like,03/23/2013,
Open,03/22/2013 03:00,Alhambra,CA,USA,Light,Blue/green light appear in the sky.,03/22/2013,
Open,03/21/2013 20:45,Carlsbad,CA,USA,Other,Object moved up and down 2 times with sharp movements.,03/21/2013,
Open,03/20/2013 20:05,Durham,CA,USA,Sphere,"Three orange globes flying in a triangle formation were witnessed in Durham, CA.",03/30/2013,
Open,03/20/2013 18:00,Borrego,CA,USA,Disk,I took a photo not knowing that there was an object in the sky until I downloaded it on my PC.,04/04/2013,
Open,03/20/2013 00:00,Petaluma,CA,USA,Other,Comet like sighting over 101 petaluma area.,03/22/2013,
Open,03/17/2013 00:16,Escondido,CA,USA,Orb,"Star sized reddish orange glowing sphere seen hovering, floating, and disappearing in Escondido's night sky.",03/18/2013,
Open,03/15/2013 11:45,Eureka,CA,USA,Cigar,"Humboldt County Coastline, two events, similar craft.",04/16/2013,
Open,03/15/2013 02:30,Mohave,CA,USA,Other,Have not a clue what happened!,06/18/2018,
Open,03/15/2013 02:00,Grand Terrace,CA,USA,Fireball,"Fireball realeases two blinking lights and disappears over San Bernardino, CA.",03/15/2013,
Open,03/14/2013 20:50,Garden Grove,CA,USA,Orb,"Small orbs dif speeds&direction,5bigorbs,lessActivity. 2 LARGE crafts,scaled sky dominantly & reappeared only a few times",03/15/2013,
Open,03/14/2013 20:40,Garden Grove,CA,USA,Changing,A large amount of unidentified flying object over Disneyland Anaheim Orange County,03/14/2013,
Open,03/13/2013 20:48,Merced,CA,USA,Orb,"Multiple orange orbs, in a triangle shape, moving NE to SW, then disappeared, followed by more.",04/13/2013,
Open,03/13/2013 19:00,Etiwanda,CA,USA,Oval,7 bright orange orb like object's,04/13/2013,
Open,03/13/2013 13:00,San Francisco,CA,USA,Teardrop,"At the moment i do not view the UFO, when transfer the photos to the computer see it. There are 3 UFOs, are composed by 9 o 10 little b",06/30/2013,
Open,03/13/2013 05:00,Kentfield,CA,USA,Sphere,Red ball of light flickerkng while hovering over land moves zoomes east to west i got images on my phone,03/13/2013,
Open,03/11/2013 20:18,Corona,CA,USA,Light,Two bright lights still in sky then accelerate in opposite directions.,03/11/2013,
Open,03/10/2013 20:40,Redondo Beach,CA,USA,Disk,7-8 Craft resembling ballon's on fire seen cruising off Southern California coast.,03/10/2013,
